,FileName,XMin,XMax,YMin,YMax,ClassName
52,00de180ec38b8bf4.jpg,0.095,0.16,0.6975,0.9525,Person
53,00de180ec38b8bf4.jpg,0.259375,0.293125,0.7025,0.9091670000000001,Person
54,00de180ec38b8bf4.jpg,0.303125,0.36375,0.7025,0.915833,Person
55,00de180ec38b8bf4.jpg,0.325,0.36375,0.349167,0.494167,Person
56,00de180ec38b8bf4.jpg,0.374375,0.395,0.7125,0.776667,Person
57,00de180ec38b8bf4.jpg,0.414375,0.461875,0.705833,0.873333,Person
58,00de180ec38b8bf4.jpg,0.460625,0.48125,0.726667,0.871667,Person
59,00de180ec38b8bf4.jpg,0.495625,0.5125,0.7125,0.799167,Person
60,00de180ec38b8bf4.jpg,0.540625,0.606875,0.740833,0.999167,Person
61,00de180ec38b8bf4.jpg,0.5925,0.655625,0.776667,0.999167,Person
62,00de180ec38b8bf4.jpg,0.615625,0.635,0.725,0.775,Person
63,00de180ec38b8bf4.jpg,0.63125,0.67625,0.733333,0.8625,Person
64,00de180ec38b8bf4.jpg,0.658125,0.67125,0.72,0.768333,Person
65,00de180ec38b8bf4.jpg,0.67625,0.74625,0.735,0.949167,Person
66,00de180ec38b8bf4.jpg,0.755,0.78875,0.726667,0.838333,Person
67,00de180ec38b8bf4.jpg,0.7925,0.8175,0.733333,0.826667,Person
68,00de180ec38b8bf4.jpg,0.8275,0.843125,0.7025,0.7925,Person
69,00de180ec38b8bf4.jpg,0.925625,0.990625,0.7625,0.999167,Person
70,00de180ec38b8bf4.jpg,0.975,0.998125,0.7525,0.999167,Person
71,00e3bf5e2d0f4368.jpg,0.184722,0.44305600000000006,0.512346,0.839506,Mobile phone
72,00edd8ea2a8889d3.jpg,0.776667,0.969167,0.026667000000000003,0.918333,Person
73,00edd8ea2a8889d3.jpg,0.0,0.964167,0.038333,0.998333,Person
74,010785748f032c0e.jpg,0.0775,0.94125,0.043664999999999995,0.964209,Car
75,01271f7a1af57462.jpg,0.0,0.986875,0.0,0.999167,Car
76,012fbcc5db3bfb41.jpg,0.00375,0.999375,0.0,0.999109,Car
77,01332720af409f4f.jpg,0.195625,0.550625,0.150167,0.629588,Mobile phone
78,01332720af409f4f.jpg,0.599375,0.845,0.133482,0.339266,Mobile phone
79,013407956a56bed0.jpg,0.261875,0.780625,0.09772,0.998914,Mobile phone
80,01518d0cf9c945ab.jpg,0.644375,0.87625,0.05103,0.785083,Mobile phone
81,0157e44854a96684.jpg,0.004878,0.45365900000000003,0.0,0.570732,Person
82,0157e44854a96684.jpg,0.022764,0.495935,0.5008130000000001,0.988618,Person
83,0157e44854a96684.jpg,0.505691,0.990244,0.003252,0.494309,Person
84,0157e44854a96684.jpg,0.5512199999999999,0.988618,0.504065,0.988618,Person
85,0161865177935b8c.jpg,0.0075,0.28,0.459167,0.651667,Car
86,0161865177935b8c.jpg,0.0525,0.16,0.4725,0.543333,Car
87,0161865177935b8c.jpg,0.261875,0.35375,0.445,0.496667,Car
88,0161865177935b8c.jpg,0.345625,0.44375,0.44166700000000003,0.543333,Car
89,0161865177935b8c.jpg,0.385,0.439375,0.425,0.47,Car
90,0161865177935b8c.jpg,0.439375,0.484375,0.423333,0.466667,Car
91,0161865177935b8c.jpg,0.524375,0.561875,0.4275,0.466667,Car
92,0161865177935b8c.jpg,0.594375,0.610625,0.42,0.4375,Car
93,0161865177935b8c.jpg,0.611875,0.61875,0.42,0.43083299999999997,Car
94,0161865177935b8c.jpg,0.62125,0.62875,0.418333,0.429167,Car
95,0161865177935b8c.jpg,0.655,0.665,0.413333,0.44416700000000003,Car
96,0161865177935b8c.jpg,0.86875,0.998125,0.4125,0.479167,Car
97,0161865177935b8c.jpg,0.975,0.999375,0.4225,0.49,Car
98,0165a99e99e809f6.jpg,0.020013,0.986241,0.127244,0.9188129999999999,Car
99,0165a99e99e809f6.jpg,0.1207,0.23514699999999997,0.0,0.09601900000000001,Car
100,0165a99e99e809f6.jpg,0.405879,0.532208,0.0,0.094457,Car
101,016825223709cea2.jpg,0.091667,0.888333,0.19202,0.8029930000000001,Mobile phone
102,016ae3d6e4c0f475.jpg,0.58375,0.695,0.42313999999999996,0.642975,Mobile phone
103,017167286eaede50.jpg,0.0,0.658125,0.0,0.999064,Mobile phone
104,017b5d08fb76f688.jpg,0.25875,0.36625,0.340426,0.408511,Mobile phone
105,017b5d08fb76f688.jpg,0.586875,0.745,0.313192,0.571915,Mobile phone
106,01861878caa0a212.jpg,0.44375,0.528125,0.585833,0.6225,Car
107,018eced49b7a76b0.jpg,0.12625,0.42375,0.34427800000000003,0.701689,Person
108,01a8ad4f86689c5a.jpg,0.5514100000000001,0.8243860000000001,0.0575,0.764375,Person
109,02081b875a3147da.jpg,0.0,0.7525,0.0,0.76,Mobile phone
110,0210a79b9639ab2f.jpg,0.04375,0.075,0.178333,0.23333299999999998,Person
111,0210a79b9639ab2f.jpg,0.076875,0.115625,0.154167,0.226667,Person
112,0210a79b9639ab2f.jpg,0.09625,0.103125,0.363333,0.384167,Person
113,0210a79b9639ab2f.jpg,0.103125,0.115625,0.301667,0.313333,Person
114,0210a79b9639ab2f.jpg,0.110625,0.11875,0.346667,0.36,Person
115,0210a79b9639ab2f.jpg,0.11375,0.15875,0.150833,0.2175,Person
116,0210a79b9639ab2f.jpg,0.11875,0.145625,0.1625,0.215833,Person
117,0210a79b9639ab2f.jpg,0.1575,0.17,0.31916700000000003,0.335833,Person
118,0210a79b9639ab2f.jpg,0.1625,0.176875,0.284167,0.303333,Person
119,0210a79b9639ab2f.jpg,0.16875,0.181875,0.355,0.37083299999999997,Person
120,0210a79b9639ab2f.jpg,0.189375,0.225625,0.149167,0.188333,Person
121,0210a79b9639ab2f.jpg,0.2425,0.304375,0.154167,0.205833,Person
122,0210a79b9639ab2f.jpg,0.321875,0.405625,0.455,0.546667,Person
123,0210a79b9639ab2f.jpg,0.331875,0.3775,0.131667,0.195,Person
124,0210a79b9639ab2f.jpg,0.340625,0.36,0.22833299999999998,0.288333,Person
125,0210a79b9639ab2f.jpg,0.343125,0.3575,0.34,0.4025,Person
126,0210a79b9639ab2f.jpg,0.36625,0.385625,0.243333,0.286667,Person
127,0210a79b9639ab2f.jpg,0.38125,0.46,0.336667,0.414167,Person
128,0210a79b9639ab2f.jpg,0.40125,0.44375,0.13,0.19583299999999998,Person
129,0210a79b9639ab2f.jpg,0.424375,0.456875,0.23333299999999998,0.291667,Person
130,0210a79b9639ab2f.jpg,0.43125,0.451875,0.150833,0.183333,Person
131,0210a79b9639ab2f.jpg,0.453125,0.48125,0.12,0.1975,Person
132,0210a79b9639ab2f.jpg,0.474375,0.516875,0.336667,0.4125,Person
133,0210a79b9639ab2f.jpg,0.48,0.5525,0.341667,0.410833,Person
134,0210a79b9639ab2f.jpg,0.493125,0.52375,0.12166700000000001,0.185,Person
135,0210a79b9639ab2f.jpg,0.5075,0.5475,0.44166700000000003,0.54,Person
136,0210a79b9639ab2f.jpg,0.511875,0.558125,0.333333,0.409167,Person
137,0210a79b9639ab2f.jpg,0.51375,0.526875,0.23,0.304167,Person
138,0210a79b9639ab2f.jpg,0.51625,0.54625,0.1425,0.183333,Person
139,0210a79b9639ab2f.jpg,0.528125,0.541875,0.2525,0.31916700000000003,Person
140,0210a79b9639ab2f.jpg,0.640625,0.681875,0.5225,0.620833,Person
141,0210a79b9639ab2f.jpg,0.72875,0.759375,0.580833,0.6875,Person
142,0210a79b9639ab2f.jpg,0.743125,0.825625,0.398333,0.436667,Person
143,0210a79b9639ab2f.jpg,0.831875,0.869375,0.519167,0.613333,Person
144,0223f8eb5849c8ee.jpg,0.239375,0.495625,0.349906,0.546904,Person
145,022d6e91b1f7f16e.jpg,0.448438,0.598437,0.39375,0.615625,Mobile phone
146,022d6e91b1f7f16e.jpg,0.309375,0.37656300000000004,0.40781300000000004,0.6125,Mobile phone
147,022d6e91b1f7f16e.jpg,0.354688,0.4,0.5625,0.590625,Mobile phone
148,022d6e91b1f7f16e.jpg,0.370313,0.45,0.409375,0.620313,Mobile phone
149,022d6e91b1f7f16e.jpg,0.56875,0.642187,0.4,0.620313,Mobile phone
150,023173ce02268083.jpg,0.12,0.699375,0.146617,0.818609,Mobile phone
151,024132d911848683.jpg,0.64875,0.865625,0.201689,0.8893059999999999,Person
152,024132d911848683.jpg,0.005625,0.37625,0.053471000000000005,0.9596620000000001,Person
153,0260bf189c8288f1.jpg,0.7125,0.999375,0.515947,0.773921,Mobile phone
154,026120baea2db777.jpg,0.38,0.6225,0.15543099999999999,0.8539329999999999,Mobile phone
155,0269d450d8968c02.jpg,0.29125,0.71625,0.12903199999999998,0.756396,Mobile phone
156,0277c0994a968671.jpg,0.484375,0.7753909999999999,0.39457800000000004,0.807229,Person
157,0289f48f6e192d57.jpg,0.168848,0.827225,0.0625,0.6775,Mobile phone
158,028ce7ec26c48448.jpg,0.593629,0.993243,0.15571400000000002,0.441429,Car
159,028ce7ec26c48448.jpg,0.107143,0.163127,0.17285699999999998,0.237143,Car
160,028ce7ec26c48448.jpg,0.24517399999999998,0.351351,0.17,0.277143,Car
161,0291a715e05d386b.jpg,0.118199,0.9990620000000001,0.450625,0.92375,Car
162,0294ed3cde35f6e1.jpg,0.06375,0.24875,0.29133200000000004,0.809651,Mobile phone
163,0294ed3cde35f6e1.jpg,0.19875,0.446875,0.06970499999999999,0.809651,Mobile phone
164,0294ed3cde35f6e1.jpg,0.4775,0.67125,0.05361900000000001,0.816801,Mobile phone
165,0294ed3cde35f6e1.jpg,0.708125,0.940625,0.059875,0.8194819999999999,Mobile phone
166,02ab7fe6e854abb1.jpg,0.0,0.9225,0.0,0.999043,Mobile phone
167,02aebbbc6bfc29d0.jpg,0.070625,0.948125,0.112258,0.905806,Car
168,02aebbbc6bfc29d0.jpg,0.003125,0.18875,0.098065,0.576774,Car
169,02aebbbc6bfc29d0.jpg,0.175625,0.385,0.08258099999999999,0.296774,Car
170,02b0f7b77f2805e3.jpg,0.056875,0.895,0.125,0.999167,Mobile phone
171,02c3d9c6dc6dc533.jpg,0.27361599999999997,0.739414,0.153646,0.985677,Person
172,02c3d9c6dc6dc533.jpg,0.200326,0.252443,0.779948,0.833333,Person
173,02c3d9c6dc6dc533.jpg,0.827362,0.9201950000000001,0.63151,0.6914060000000001,Person
174,02e8e40b1d421698.jpg,0.0,0.954375,0.047098,0.999159,Person
175,02e92d1c8de0001f.jpg,0.046904,0.919325,0.12625,0.921875,Person
176,02e92d1c8de0001f.jpg,0.130394,0.187617,0.343125,0.58875,Person
177,02e92d1c8de0001f.jpg,0.170732,0.286116,0.47,0.59125,Person
178,02f9e0527d8046e2.jpg,0.055555999999999994,0.168301,0.31699299999999997,0.740196,Mobile phone
179,02f9e0527d8046e2.jpg,0.16176500000000002,0.410131,0.31699299999999997,0.772876,Mobile phone
180,02f9e0527d8046e2.jpg,0.30719,0.45915,0.228758,0.537582,Mobile phone
181,02f9e0527d8046e2.jpg,0.446078,0.5669930000000001,0.468954,0.7320260000000001,Mobile phone
182,030b0650ced5ca54.jpg,0.01875,0.06875,0.43297299999999994,0.644463,Person
183,030b0650ced5ca54.jpg,0.01625,0.234375,0.43713599999999997,0.641965,Person
184,030b0650ced5ca54.jpg,0.24375,0.25375,0.438801,0.477102,Person
185,030b0650ced5ca54.jpg,0.29625,0.3675,0.5370520000000001,0.706078,Person
186,030b0650ced5ca54.jpg,0.306875,0.3625,0.423813,0.604496,Person
187,030b0650ced5ca54.jpg,0.36125,0.39875,0.446295,0.609492,Person
188,030b0650ced5ca54.jpg,0.54875,0.641875,0.41631999999999997,0.790175,Person
189,030b0650ced5ca54.jpg,0.569375,0.665,0.41631999999999997,0.730225,Person
190,03294d2c8b807052.jpg,0.0,0.350625,0.0,0.889755,Person
191,03294d2c8b807052.jpg,0.086875,0.77875,0.0,0.557906,Person
192,033976859bc464d0.jpg,0.0,0.120625,0.23777800000000002,0.6,Car
193,033976859bc464d0.jpg,0.154375,0.725,0.021111,0.9988889999999999,Car
194,033976859bc464d0.jpg,0.228125,0.24125,0.098889,0.14,Car
195,033976859bc464d0.jpg,0.23375,0.25,0.088889,0.127778,Car
196,033976859bc464d0.jpg,0.24875,0.259375,0.086667,0.136667,Car
197,033976859bc464d0.jpg,0.664375,0.999375,0.101111,0.5544439999999999,Car
198,033976859bc464d0.jpg,0.954375,0.999375,0.14222200000000002,0.29,Car
199,0344b2c1d79c24f3.jpg,0.24125,0.684375,0.165103,0.850844,Mobile phone
200,0351a7027db236c5.jpg,0.25,0.765625,0.080524,0.9906370000000001,Mobile phone
201,035889dd5bffd900.jpg,0.160625,0.911875,0.0,0.999167,Mobile phone
202,037aaaf3346af356.jpg,0.222131,0.722951,0.097561,0.8963409999999999,Mobile phone
203,03813ec491152074.jpg,0.11504400000000001,0.592116,0.600625,0.8125,Mobile phone
204,03813ec491152074.jpg,0.6025739999999999,0.9927590000000001,0.608125,0.999375,Mobile phone
205,0393f9a37d034080.jpg,0.438125,0.545625,0.35272,0.636023,Person
206,039c6fc71f9bc4cd.jpg,0.285625,0.465,0.43621000000000004,0.9221389999999999,Mobile phone
207,039c6fc71f9bc4cd.jpg,0.51,0.706875,0.368668,0.9183870000000001,Mobile phone
208,039c6fc71f9bc4cd.jpg,0.7375,0.89125,0.48780500000000004,0.9240149999999999,Mobile phone
209,039dc6b2332e2f48.jpg,0.36875,0.63625,0.029081,0.967167,Mobile phone
210,03ac7233ca10f019.jpg,0.021875,0.1975,0.21763600000000002,0.39118200000000003,Car
211,03ac7233ca10f019.jpg,0.5325,0.62375,0.737336,0.812383,Car
212,03ac7233ca10f019.jpg,0.605625,0.656875,0.733584,0.795497,Car
213,03ac7233ca10f019.jpg,0.659375,0.711875,0.722326,0.773921,Car
214,03ac7233ca10f019.jpg,0.691875,0.7325,0.705441,0.762664,Car
215,03ac7233ca10f019.jpg,0.755625,0.848125,0.6763600000000001,0.768293,Car
216,03ac7233ca10f019.jpg,0.854375,0.87625,0.652908,0.668856,Car
217,03bd5464b1b3e46f.jpg,0.376281,0.42606099999999997,0.517578,0.586914,Person
218,03bd5464b1b3e46f.jpg,0.40995600000000004,0.449488,0.5,0.5722659999999999,Person
219,03bd5464b1b3e46f.jpg,0.43631000000000003,0.5065890000000001,0.524414,0.641602,Person
220,03bd5464b1b3e46f.jpg,0.490483,0.550512,0.517578,0.586914,Person
221,03be90089c05d501.jpg,0.663227,0.732645,0.28125,0.40875,Mobile phone
222,03ca9a97ceefc32d.jpg,0.41901400000000005,0.599765,0.381162,0.692782,Mobile phone
223,03d4cebdffa2e74b.jpg,0.318125,0.643125,0.095,0.8425,Mobile phone
224,03d6489ee4f0679b.jpg,0.0,0.126875,0.643925,0.81215,Car
225,03d8d42e95ed9c50.jpg,0.003125,0.0225,0.13,0.186667,Car
226,03d8d42e95ed9c50.jpg,0.039375,0.929375,0.160833,0.905,Car
227,03d8d42e95ed9c50.jpg,0.158125,0.615,0.095,0.388333,Car
228,03d8d42e95ed9c50.jpg,0.699375,0.8725,0.10916700000000001,0.238333,Car
229,03d8d42e95ed9c50.jpg,0.845,0.99625,0.126667,0.245,Car
230,03e90e7b8226eb96.jpg,0.611875,0.661875,0.516917,0.707707,Person
231,04011c8c335c4b67.jpg,0.030833,0.999167,0.0,0.949375,Mobile phone
232,042a6c10ce6fc9bc.jpg,0.420625,0.815625,0.0275,0.939167,Mobile phone
233,0443cb53ea29b2b7.jpg,0.026923000000000002,0.473077,0.0,0.8720319999999999,Mobile phone
234,0443cb53ea29b2b7.jpg,0.533333,0.9717950000000001,0.0,0.8759889999999999,Mobile phone
235,04448e944382eb08.jpg,0.316875,0.8425,0.09287100000000001,0.893058,Mobile phone
236,045a25ad9686f811.jpg,0.058125,0.815625,0.196998,0.951219,Car
237,045c71e7c949a68f.jpg,0.027,0.641,0.071533,0.794161,Mobile phone
238,046d67caf75be1d5.jpg,0.142188,0.751562,0.03125,0.9984379999999999,Mobile phone
239,048f0d1fbfffeff7.jpg,0.025,0.283333,0.037688,0.9723620000000001,Mobile phone
240,048f0d1fbfffeff7.jpg,0.343333,0.665,0.080402,0.9572860000000001,Mobile phone
241,048f0d1fbfffeff7.jpg,0.686667,0.928333,0.027638,0.9195979999999999,Mobile phone
242,0497deb084fe8a50.jpg,0.30375,0.351875,0.5960449999999999,0.747646,Person
243,0497deb084fe8a50.jpg,0.36875,0.42625,0.608286,0.712806,Person
244,0498b658a3811dc6.jpg,0.105,0.903125,0.0,0.999167,Mobile phone
245,04a6100000c864d8.jpg,0.09625,0.72,0.180833,0.989167,Person
246,04b8e9e0999ffee7.jpg,0.375,0.4475,0.636023,0.8142590000000001,Mobile phone
247,04cd477bc685f365.jpg,0.0,0.796875,0.0,0.79795,Mobile phone
248,04d1978c54394275.jpg,0.28268000000000004,0.673203,0.12908499999999998,0.8986930000000001,Mobile phone
249,04e69d88184f5b8a.jpg,0.21041700000000002,0.645833,0.3375,0.9984379999999999,Person
250,04e69d88184f5b8a.jpg,0.485417,0.997917,0.29375,0.9984379999999999,Person
251,04e6fda222a19148.jpg,0.049375,0.975,0.08213,0.9395309999999999,Mobile phone
252,050148202f67b675.jpg,0.37333299999999997,0.801667,0.04375,0.278125,Mobile phone
253,051492253f45745e.jpg,0.080625,0.96875,0.0,0.999184,Car
254,051492253f45745e.jpg,0.6275,0.999375,0.0,0.233469,Car
255,052ef91f1b74fe94.jpg,0.000625,0.3,0.736645,0.9990629999999999,Car
256,052ef91f1b74fe94.jpg,0.261875,0.310625,0.7788189999999999,0.9990629999999999,Car
257,052ef91f1b74fe94.jpg,0.318125,0.326875,0.8153699999999999,0.859419,Car
258,052ef91f1b74fe94.jpg,0.519375,0.7025,0.769447,0.963449,Car
259,052ef91f1b74fe94.jpg,0.705,0.999375,0.8209930000000001,0.9990629999999999,Car
260,0544a142bcd6efd7.jpg,0.07,0.935625,0.151032,0.8142590000000001,Mobile phone
261,0577ceca89cabfc8.jpg,0.105,0.758125,0.29699200000000003,0.766917,Car
262,05800f7de64ed595.jpg,0.0,0.1475,0.581613,0.8864920000000001,Person
263,0584472b0ce3ecfb.jpg,0.20751599999999998,0.289216,0.689542,0.8447709999999999,Mobile phone
264,0584472b0ce3ecfb.jpg,0.24346399999999999,0.33986900000000003,0.697712,0.859477,Mobile phone
265,0584472b0ce3ecfb.jpg,0.251634,0.370915,0.099673,0.24346399999999999,Mobile phone
266,0584472b0ce3ecfb.jpg,0.439542,0.493464,0.138889,0.21731999999999999,Mobile phone
267,058f6f4e873cd496.jpg,0.34177199999999996,0.7974680000000001,0.17375,0.593125,Person
268,0597b56c8817d453.jpg,0.546875,0.6525,0.334586,0.739662,Person
269,0597b56c8817d453.jpg,0.501875,0.599375,0.56109,0.7462409999999999,Person
270,0597b56c8817d453.jpg,0.63,0.739375,0.344925,0.717105,Person
271,0597b56c8817d453.jpg,0.7175,0.77625,0.37594,0.6325189999999999,Person
272,0597ca47b64bb2c3.jpg,0.329375,0.670625,0.086522,0.934276,Mobile phone
273,0598837d0bfd9d39.jpg,0.24125,0.41625,0.209193,0.694184,Mobile phone
274,05a0454d0a5e8881.jpg,0.048780000000000004,0.694184,0.63875,0.93375,Car
275,05a0454d0a5e8881.jpg,0.515947,0.770169,0.646875,0.851875,Car
276,05a0454d0a5e8881.jpg,0.706379,0.9268290000000001,0.684375,0.7975,Car
277,05a0454d0a5e8881.jpg,0.8827389999999999,0.9990620000000001,0.67625,0.78,Car
278,05d920abc71f3fe3.jpg,0.495625,0.6575,0.110694,0.597561,Person
279,05d920abc71f3fe3.jpg,0.0,0.21125,0.12476500000000001,0.945591,Person
280,05d920abc71f3fe3.jpg,0.07125,0.393125,0.19605999999999998,0.9596620000000001,Person
281,05d920abc71f3fe3.jpg,0.201875,0.355625,0.137899,0.553471,Person
282,05d920abc71f3fe3.jpg,0.32125,0.553125,0.155722,0.6848029999999999,Person
283,05d920abc71f3fe3.jpg,0.36875,0.506875,0.10975599999999999,0.580675,Person
284,05d920abc71f3fe3.jpg,0.594375,0.89125,0.17636,0.9380860000000001,Person
285,05d920abc71f3fe3.jpg,0.595625,0.813125,0.113508,0.555347,Person
286,05d920abc71f3fe3.jpg,0.811875,0.999375,0.209193,0.9943709999999999,Person
287,05d920abc71f3fe3.jpg,0.954375,0.999375,0.0,0.24765500000000001,Person
288,05dc223ebf80f0c0.jpg,0.7125,0.78875,0.106303,0.20884299999999997,Person
289,05dc223ebf80f0c0.jpg,0.0375,0.85875,0.146754,0.968015,Car
290,05dc223ebf80f0c0.jpg,0.02,0.033125,0.171214,0.18908699999999998,Person
291,05dc223ebf80f0c0.jpg,0.040625,0.055,0.173095,0.18908699999999998,Person
292,05dc223ebf80f0c0.jpg,0.176875,0.2225,0.097836,0.182502,Person
293,05dc223ebf80f0c0.jpg,0.286875,0.3225,0.036689,0.11006600000000001,Person
294,05dc223ebf80f0c0.jpg,0.83,0.855625,0.11571,0.173095,Person
295,05dc223ebf80f0c0.jpg,0.00125,0.22125,0.190028,0.333961,Car
296,05dc223ebf80f0c0.jpg,0.00375,0.450625,0.172154,0.642521,Car
297,05dc223ebf80f0c0.jpg,0.76375,0.999375,0.357479,0.999059,Car
298,05e197517729734c.jpg,0.568125,0.941875,0.139775,0.8874299999999999,Mobile phone
299,05f5db1ecadd6861.jpg,0.3375,0.639375,0.1,1.0,Person
300,05f5db1ecadd6861.jpg,0.0,0.999375,0.25416700000000003,0.999167,Car
301,05f5db1ecadd6861.jpg,0.626875,0.765,0.3275,0.43083299999999997,Car
302,0603cfc3652404d9.jpg,0.821875,0.894375,0.619678,0.949858,Person
303,0603cfc3652404d9.jpg,0.37375,0.450625,0.579943,0.914853,Person
304,0603cfc3652404d9.jpg,0.67,0.756875,0.608325,0.9252600000000001,Person
305,06049754dbc5e6d2.jpg,0.34375,0.975,0.0,0.875294,Mobile phone
306,061d8e57615d98c4.jpg,0.219375,0.7925,0.028089999999999997,0.999064,Mobile phone
307,062ab6064e37a775.jpg,0.282857,0.647143,0.03871,0.993548,Mobile phone
308,064c1dd9e5b5f116.jpg,0.115625,0.956875,0.163074,0.940019,Person
309,064cf4baf718ecc8.jpg,0.35875,0.66875,0.11021500000000001,0.987455,Mobile phone
310,065234b6b9ac517d.jpg,0.37375,0.685,0.410833,0.6175,Car
311,0666150748b39ee9.jpg,0.79625,1.0,0.23135,0.458924,Car
312,0666150748b39ee9.jpg,0.598125,0.810625,0.24456999999999998,0.506138,Car
313,0673350f0d05efd6.jpg,0.071233,0.494521,0.589041,0.946575,Mobile phone
314,0673350f0d05efd6.jpg,0.338356,0.6917810000000001,0.353425,0.7739729999999999,Mobile phone
315,0673350f0d05efd6.jpg,0.431507,0.9589040000000001,0.019178,0.493151,Mobile phone
316,0678240750f2e8f1.jpg,0.163572,0.783378,0.471875,0.7425,Mobile phone
317,0678240750f2e8f1.jpg,0.21308600000000003,0.815208,0.643125,0.810625,Mobile phone
318,06992dd1f046d8fb.jpg,0.01875,0.9984379999999999,0.0,0.997658,Mobile phone
319,06d6fd2c67b39bfd.jpg,0.0,0.1975,0.167139,0.736544,Car
320,06d6fd2c67b39bfd.jpg,0.1475,0.24375,0.353163,0.476865,Car
321,06d6fd2c67b39bfd.jpg,0.5425,0.999375,0.0,0.779037,Car
322,06dc081d87a29cbe.jpg,0.932416,0.998748,0.528302,0.8547170000000001,Person
323,06e5f6e7eeb0f55f.jpg,0.004854,0.970874,0.0,0.9975,Mobile phone
